index,cultivable,predicted_class,conf
7253,0,non-cultivable,0.999
8587,0,non-cultivable,0.997
214,0,non-cultivable,0.755
11143,1,cultivable,0.950
1805,1,cultivable,0.559
3910,1,cultivable,1.000
12497,1,cultivable,0.994
11871,1,cultivable,0.731
9661,0,non-cultivable,0.997
8179,1,cultivable,0.588
5237,0,non-cultivable,0.552
11155,1,cultivable,0.950
9286,1,cultivable,0.991
6499,1,cultivable,0.589
4416,1,cultivable,0.687
4214,0,non-cultivable,0.795
10326,1,cultivable,0.711
6161,1,cultivable,0.699
2958,0,non-cultivable,0.561
3722,0,non-cultivable,0.996
3157,1,cultivable,0.591
4257,1,cultivable,0.950
11677,1,cultivable,0.994
6675,0,non-cultivable,0.950
5813,1,cultivable,0.779
9214,1,cultivable,0.610
685,1,cultivable,0.949
8059,1,cultivable,0.760
12197,1,cultivable,0.951
1649,1,cultivable,0.815
3509,0,non-cultivable,0.537
79,1,cultivable,0.938
1003,0,non-cultivable,0.886
11723,1,cultivable,0.950
8414,0,non-cultivable,1.000
622,1,cultivable,0.999
1411,1,cultivable,0.542
11258,1,cultivable,0.996
10601,0,non-cultivable,1.000
6699,0,non-cultivable,0.861
5797,1,cultivable,0.503
8334,1,cultivable,0.972
4121,1,cultivable,0.697
7120,1,cultivable,0.946
5625,0,non-cultivable,0.987
3399,1,cultivable,0.926
12013,1,cultivable,0.999
10968,1,cultivable,0.950
1195,0,non-cultivable,0.979
3310,1,cultivable,1.000
9584,1,cultivable,0.950
5388,1,cultivable,0.988
6365,0,non-cultivable,0.999
3764,1,cultivable,0.950
10931,0,non-cultivable,1.000
10844,1,cultivable,0.726
8306,1,cultivable,0.995
2856,1,cultivable,0.622
11354,1,cultivable,0.748
3528,1,cultivable,0.873
9244,1,cultivable,0.629
4599,1,cultivable,0.753
7192,1,cultivable,0.987
4575,1,cultivable,0.997
7430,0,non-cultivable,0.917
5266,1,cultivable,0.998
8873,1,cultivable,0.633
6173,1,cultivable,0.802
12927,1,cultivable,0.972
6524,0,non-cultivable,0.998
1253,0,non-cultivable,0.989
4920,0,non-cultivable,0.519
4404,1,cultivable,0.988
8814,0,non-cultivable,0.626
11172,1,cultivable,0.959
3072,1,cultivable,0.999
1656,1,cultivable,0.816
9760,0,non-cultivable,0.998
4222,0,non-cultivable,0.983
10688,1,cultivable,0.830
12491,1,cultivable,0.950
12329,1,cultivable,0.950
4450,0,non-cultivable,0.524
4932,1,cultivable,0.950
1914,0,non-cultivable,0.519
8131,1,cultivable,0.526
2810,1,cultivable,0.998
3592,1,cultivable,0.773
12131,1,cultivable,0.996
4600,1,cultivable,0.971
4617,0,non-cultivable,0.992
2136,1,cultivable,0.846
515,0,non-cultivable,0.919
11993,1,cultivable,0.951
4148,1,cultivable,0.974
4728,1,cultivable,0.996
7541,1,cultivable,0.997
5103,1,cultivable,0.950
7338,0,non-cultivable,0.966
9602,1,cultivable,0.907
6788,1,cultivable,0.972
7420,0,non-cultivable,0.997
12229,1,cultivable,0.950
12624,1,cultivable,0.950
11277,0,non-cultivable,0.994
590,0,non-cultivable,0.983
11882,1,cultivable,0.907
9018,1,cultivable,0.954
4329,1,cultivable,0.785
11972,1,cultivable,0.998
1947,0,non-cultivable,0.982
10056,0,non-cultivable,1.000
50,1,cultivable,0.583
10872,1,cultivable,0.950
5842,1,cultivable,1.000
397,1,cultivable,0.840
7601,1,cultivable,0.614
194,0,non-cultivable,0.863
7271,1,cultivable,0.766
1450,0,non-cultivable,1.000
9464,1,cultivable,0.972
9861,1,cultivable,0.994
5240,1,cultivable,0.954
6485,0,non-cultivable,0.984
6068,0,non-cultivable,0.991
10856,1,cultivable,0.998
11698,1,cultivable,0.982
7848,1,cultivable,0.914
7771,0,non-cultivable,0.923
10435,1,cultivable,0.950
5882,0,non-cultivable,0.998
10881,1,cultivable,0.970
4821,1,cultivable,0.987
5208,1,cultivable,0.950
1948,0,non-cultivable,0.999
11282,0,non-cultivable,0.978
3155,1,cultivable,0.935
4961,1,cultivable,0.994
9039,0,non-cultivable,0.745
5961,1,cultivable,0.621
11167,1,cultivable,0.953
1222,1,cultivable,0.896
8393,0,non-cultivable,1.000
5622,0,non-cultivable,0.998
1917,0,non-cultivable,0.997
6807,1,cultivable,0.882
10563,1,cultivable,0.950
681,1,cultivable,0.977
2066,1,cultivable,0.972
3200,1,cultivable,0.995
9414,1,cultivable,0.999
12096,1,cultivable,0.979
597,0,non-cultivable,0.635
369,0,non-cultivable,0.823
536,1,cultivable,0.564
7892,0,non-cultivable,0.546
2160,0,non-cultivable,0.750
10861,1,cultivable,0.598
6538,0,non-cultivable,1.000
1199,1,cultivable,0.655
2428,1,cultivable,0.908
12503,1,cultivable,0.963
9369,0,non-cultivable,1.000
7481,1,cultivable,0.996
528,1,cultivable,0.990
10825,0,non-cultivable,0.982
5353,1,cultivable,0.950
10123,0,non-cultivable,0.708
3217,0,non-cultivable,0.702
6577,0,non-cultivable,0.668
3511,0,non-cultivable,0.942
10870,1,cultivable,0.950
8735,0,non-cultivable,1.000
1084,1,cultivable,1.000
3833,0,non-cultivable,0.998
10133,1,cultivable,0.620
2616,1,cultivable,0.999
1045,1,cultivable,0.545
5953,1,cultivable,0.766
4935,1,cultivable,0.950
9736,1,cultivable,0.950
11833,1,cultivable,0.997
1114,0,non-cultivable,0.926
11053,1,cultivable,0.950
1951,1,cultivable,0.920
184,1,cultivable,0.622
721,1,cultivable,0.825
3489,0,non-cultivable,1.000
6383,0,non-cultivable,0.998
9726,1,cultivable,0.960
6716,0,non-cultivable,0.998
12099,1,cultivable,0.748
1774,1,cultivable,0.832
6382,0,non-cultivable,0.999
5631,1,cultivable,0.976
10742,1,cultivable,0.980
8032,1,cultivable,0.947
5138,1,cultivable,0.996
6118,1,cultivable,0.996
4557,1,cultivable,1.000
9641,0,non-cultivable,0.973
2396,1,cultivable,1.000
4300,1,cultivable,1.000
733,1,cultivable,0.985
6915,1,cultivable,0.815
8387,1,cultivable,0.928
6478,1,cultivable,0.905
11384,1,cultivable,0.534
12605,1,cultivable,0.950
4280,1,cultivable,0.983
8738,0,non-cultivable,1.000
11257,1,cultivable,0.992
10157,1,cultivable,0.990
7784,1,cultivable,0.653
9318,1,cultivable,0.994
2371,0,non-cultivable,0.646
10427,1,cultivable,0.950
10095,0,non-cultivable,0.998
5750,0,non-cultivable,0.999
7439,0,non-cultivable,0.783
933,1,cultivable,0.998
7512,0,non-cultivable,0.866
10040,1,cultivable,0.951
1777,1,cultivable,0.754
11123,0,non-cultivable,0.976
12242,1,cultivable,0.998
9351,0,non-cultivable,0.999
8157,1,cultivable,0.998
10461,0,non-cultivable,0.533
2327,0,non-cultivable,0.982
7908,0,non-cultivable,1.000
12216,1,cultivable,0.965
3089,0,non-cultivable,0.999
3424,1,cultivable,0.700
3456,1,cultivable,0.516
12859,1,cultivable,0.950
7361,0,non-cultivable,0.994
8228,0,non-cultivable,0.889
9929,0,non-cultivable,0.999
9233,1,cultivable,0.597
2906,1,cultivable,0.792
5044,0,non-cultivable,0.847
5713,1,cultivable,0.999
2023,1,cultivable,0.998
10042,1,cultivable,0.989
1351,0,non-cultivable,0.949
11296,0,non-cultivable,0.666
8758,1,cultivable,0.522
6328,1,cultivable,0.992
11675,1,cultivable,0.916
3405,0,non-cultivable,0.626
3619,0,non-cultivable,0.981
965,1,cultivable,0.816
6126,1,cultivable,0.561
2430,0,non-cultivable,0.999
3312,1,cultivable,1.000
5217,1,cultivable,0.951
4527,1,cultivable,0.948
8927,1,cultivable,0.850
2556,1,cultivable,0.579
9370,0,non-cultivable,1.000
2187,0,non-cultivable,0.967
12486,1,cultivable,0.950
1349,1,cultivable,0.951
7397,0,non-cultivable,0.753
3552,1,cultivable,1.000
8673,1,cultivable,0.979
11612,1,cultivable,0.999
11794,1,cultivable,0.969
8886,0,non-cultivable,0.999
948,1,cultivable,0.996
2577,0,non-cultivable,0.996
604,1,cultivable,0.531
12694,1,cultivable,0.951
1181,0,non-cultivable,0.999
2867,0,non-cultivable,0.947
8858,0,non-cultivable,0.697
1761,1,cultivable,0.672
179,1,cultivable,0.950
1880,1,cultivable,0.748
7197,1,cultivable,0.821
464,1,cultivable,0.767
750,1,cultivable,0.806
8890,0,non-cultivable,0.886
8093,0,non-cultivable,1.000
7485,1,cultivable,0.835
7075,0,non-cultivable,0.710
11037,1,cultivable,0.950
8722,1,cultivable,0.847
8714,1,cultivable,0.887
411,0,non-cultivable,0.872
7059,0,non-cultivable,1.000
8029,0,non-cultivable,0.596
2362,1,cultivable,0.831
10350,0,non-cultivable,0.932
6779,1,cultivable,0.899
10161,1,cultivable,0.950
1853,0,non-cultivable,0.911
8600,1,cultivable,0.829
1874,1,cultivable,0.886
3350,0,non-cultivable,1.000
2323,0,non-cultivable,0.619
823,0,non-cultivable,0.812
4260,1,cultivable,0.950
1690,1,cultivable,0.900
8798,1,cultivable,0.999
9834,0,non-cultivable,0.609
2107,1,cultivable,0.659
5920,0,non-cultivable,0.947
11537,1,cultivable,0.982
9397,1,cultivable,0.772
6337,1,cultivable,0.580
5562,0,non-cultivable,0.989
4826,1,cultivable,0.950
1040,1,cultivable,0.802
2668,1,cultivable,0.953
12528,1,cultivable,0.951
8854,1,cultivable,0.873
12885,1,cultivable,0.950
5046,0,non-cultivable,0.994
12073,1,cultivable,0.981
5980,1,cultivable,0.999
720,1,cultivable,0.512
12645,1,cultivable,0.950
2422,0,non-cultivable,0.560
12573,1,cultivable,0.950
2501,1,cultivable,0.993
1424,1,cultivable,0.811
757,0,non-cultivable,0.565
6853,0,non-cultivable,0.958
2549,0,non-cultivable,0.790
5965,1,cultivable,0.998
4663,1,cultivable,0.957
9660,0,non-cultivable,0.998
1831,1,cultivable,0.983
12412,1,cultivable,0.963
7116,1,cultivable,0.970
6761,1,cultivable,0.943
1172,0,non-cultivable,0.999
12521,1,cultivable,0.950
6922,1,cultivable,0.967
1179,0,non-cultivable,0.743
8123,1,cultivable,0.575
8987,1,cultivable,0.641
272,0,non-cultivable,0.609
1249,1,cultivable,0.946
3888,1,cultivable,0.950
3917,1,cultivable,0.997
4486,0,non-cultivable,1.000
12546,1,cultivable,0.968
2989,1,cultivable,0.818
8709,1,cultivable,0.918
3406,1,cultivable,0.655
1926,1,cultivable,0.638
12256,1,cultivable,0.996
8194,1,cultivable,0.934
10971,1,cultivable,0.950
11510,0,non-cultivable,0.964
7748,0,non-cultivable,0.966
9992,1,cultivable,0.998
3806,1,cultivable,1.000
4397,1,cultivable,0.950
3026,1,cultivable,0.950
12517,1,cultivable,0.953
12812,1,cultivable,0.999
2773,1,cultivable,0.920
9476,1,cultivable,0.667
4279,1,cultivable,0.969
217,0,non-cultivable,0.934
5834,1,cultivable,1.000
3393,0,non-cultivable,0.729
9165,1,cultivable,0.990
3146,1,cultivable,0.635
12219,1,cultivable,0.978
12684,1,cultivable,0.950
9235,0,non-cultivable,0.989
11728,1,cultivable,0.943
9832,0,non-cultivable,0.689
3040,1,cultivable,0.667
6651,0,non-cultivable,0.997
2778,0,non-cultivable,0.612
5524,1,cultivable,0.885
3226,0,non-cultivable,1.000
10373,0,non-cultivable,0.999
7869,0,non-cultivable,0.630
4187,0,non-cultivable,0.869
3198,1,cultivable,0.996
12669,1,cultivable,0.950
7355,0,non-cultivable,0.843
9723,1,cultivable,0.984
7526,0,non-cultivable,0.999
6205,0,non-cultivable,1.000
11951,1,cultivable,0.986
9487,0,non-cultivable,0.889
7448,0,non-cultivable,0.684
7165,1,cultivable,0.518
12456,1,cultivable,0.953
3231,0,non-cultivable,1.000
7519,0,non-cultivable,0.758
11751,1,cultivable,0.997
1493,0,non-cultivable,0.960
7831,1,cultivable,1.000
1087,1,cultivable,0.986
9115,1,cultivable,0.992
6357,0,non-cultivable,0.991
1983,1,cultivable,0.881
8196,0,non-cultivable,0.521
3439,1,cultivable,0.999
6239,1,cultivable,0.698
2981,0,non-cultivable,0.999
7774,0,non-cultivable,0.956
3794,1,cultivable,1.000
6289,1,cultivable,1.000
3886,1,cultivable,0.950
5016,1,cultivable,0.943
12150,1,cultivable,0.985
10380,0,non-cultivable,0.720
5048,0,non-cultivable,0.980
3630,0,non-cultivable,0.910
2038,0,non-cultivable,0.810
5347,1,cultivable,0.950
10482,0,non-cultivable,1.000
4543,1,cultivable,0.850
370,0,non-cultivable,0.994
5109,1,cultivable,1.000
8021,1,cultivable,0.886
8296,1,cultivable,0.796
4952,1,cultivable,0.979
3726,0,non-cultivable,0.984
4261,1,cultivable,0.950
10864,1,cultivable,0.829
5852,1,cultivable,0.805
6303,1,cultivable,1.000
12625,1,cultivable,0.960
11212,0,non-cultivable,0.993
12641,1,cultivable,0.950
7160,1,cultivable,0.994
3895,1,cultivable,0.950
9817,0,non-cultivable,0.762
12603,1,cultivable,0.950
8737,0,non-cultivable,1.000
5025,0,non-cultivable,1.000
8528,0,non-cultivable,0.634
5933,1,cultivable,0.954
2087,0,non-cultivable,0.958
10550,1,cultivable,0.950
8341,1,cultivable,0.585
436,1,cultivable,0.662
7042,0,non-cultivable,1.000
7646,1,cultivable,0.997
6359,1,cultivable,0.910
8265,0,non-cultivable,0.880
5309,0,non-cultivable,0.975
5718,1,cultivable,0.997
7255,0,non-cultivable,0.997
95,0,non-cultivable,0.981
2653,1,cultivable,0.763
5333,0,non-cultivable,1.000
9173,1,cultivable,0.990
2741,1,cultivable,0.740
5844,1,cultivable,1.000
7810,1,cultivable,0.922
5815,1,cultivable,0.997
12349,1,cultivable,0.997
3017,1,cultivable,0.616
3447,1,cultivable,1.000
4801,1,cultivable,0.950
12538,1,cultivable,0.950
8260,0,non-cultivable,0.928
7172,0,non-cultivable,0.919
9059,0,non-cultivable,0.985
12062,1,cultivable,0.967
9470,0,non-cultivable,0.595
4,1,cultivable,0.993
6753,1,cultivable,0.733
8391,0,non-cultivable,0.989
10374,0,non-cultivable,1.000
9325,1,cultivable,0.967
11086,1,cultivable,0.957
2020,1,cultivable,0.846
12496,1,cultivable,0.950
7468,1,cultivable,0.996
4489,0,non-cultivable,1.000
11077,1,cultivable,0.966
6172,1,cultivable,1.000
3906,1,cultivable,0.766
5854,1,cultivable,0.952
5495,1,cultivable,0.973
4497,0,non-cultivable,1.000
7788,0,non-cultivable,0.812
4242,1,cultivable,0.993
2903,1,cultivable,0.976
2978,0,non-cultivable,1.000
5624,0,non-cultivable,0.911
10653,1,cultivable,0.981
7935,0,non-cultivable,0.682
8754,0,non-cultivable,0.951
7486,1,cultivable,0.975
10256,0,non-cultivable,0.573
8381,1,cultivable,0.972
4286,1,cultivable,0.992
9411,1,cultivable,0.995
9151,1,cultivable,0.521
11238,1,cultivable,0.953
4930,1,cultivable,0.950
3055,0,non-cultivable,0.712
4150,1,cultivable,0.991
8935,1,cultivable,0.951
5555,1,cultivable,0.977
6546,0,non-cultivable,0.995
4526,1,cultivable,0.950
3951,0,non-cultivable,0.908
5136,1,cultivable,0.942
4712,1,cultivable,0.988
5487,1,cultivable,0.952
7735,0,non-cultivable,0.998
10061,1,cultivable,0.744
9681,0,non-cultivable,0.500
9078,1,cultivable,0.559
11576,0,non-cultivable,0.788
9525,0,non-cultivable,0.852
6961,1,cultivable,0.970
9111,1,cultivable,1.000
4503,1,cultivable,0.999
6548,0,non-cultivable,0.886
8635,1,cultivable,0.998
7559,0,non-cultivable,1.000
6077,1,cultivable,0.950
4556,1,cultivable,0.982
6898,1,cultivable,0.566
9055,0,non-cultivable,1.000
6093,0,non-cultivable,0.520
4549,1,cultivable,0.693
8108,0,non-cultivable,0.951
11986,1,cultivable,0.950
11140,1,cultivable,0.993
1308,1,cultivable,0.788
11577,0,non-cultivable,0.659
10852,1,cultivable,0.963
8821,1,cultivable,0.995
10442,1,cultivable,0.950
8290,1,cultivable,0.576
10318,1,cultivable,0.950
646,0,non-cultivable,0.613
8033,0,non-cultivable,0.890
10850,1,cultivable,0.986
9973,1,cultivable,0.991
8517,0,non-cultivable,0.658
10284,1,cultivable,0.833
9933,0,non-cultivable,0.985
7038,0,non-cultivable,1.000
11498,1,cultivable,0.893
8594,0,non-cultivable,0.960
8455,0,non-cultivable,0.583
4847,1,cultivable,0.999
10058,1,cultivable,0.741
4560,1,cultivable,1.000
11738,1,cultivable,0.947
8718,1,cultivable,0.516
2313,0,non-cultivable,0.519
7106,0,non-cultivable,0.720
10413,1,cultivable,0.675
3957,0,non-cultivable,0.841
9435,1,cultivable,0.950
5744,0,non-cultivable,0.528
125,0,non-cultivable,0.627
11112,0,non-cultivable,0.981
1922,0,non-cultivable,0.881
10426,1,cultivable,0.978
205,1,cultivable,0.830
1657,1,cultivable,0.828
7005,1,cultivable,0.956
3083,0,non-cultivable,0.613
8186,1,cultivable,0.983
3898,1,cultivable,0.602
6370,0,non-cultivable,0.994
14,1,cultivable,0.989
8293,1,cultivable,0.572
2308,0,non-cultivable,0.890
5857,0,non-cultivable,0.908
9810,0,non-cultivable,0.999
5667,1,cultivable,0.955
3149,0,non-cultivable,0.902
553,1,cultivable,0.586
1931,0,non-cultivable,0.971
9713,1,cultivable,0.999
3954,1,cultivable,0.723
6501,1,cultivable,0.988
9034,1,cultivable,0.620
5864,1,cultivable,0.999
9576,1,cultivable,0.984
11494,1,cultivable,0.936
2401,1,cultivable,0.910
4311,1,cultivable,0.999
11199,0,non-cultivable,1.000
6437,1,cultivable,0.951
2880,1,cultivable,0.535
9543,1,cultivable,0.942
11764,1,cultivable,0.991
9025,1,cultivable,0.699
4531,1,cultivable,0.950
840,1,cultivable,0.670
207,1,cultivable,0.980
9174,1,cultivable,0.993
6598,1,cultivable,0.710
3571,1,cultivable,0.859
9996,1,cultivable,0.933
9043,0,non-cultivable,0.984
8056,1,cultivable,0.503
9509,0,non-cultivable,0.998
5480,0,non-cultivable,0.974
1287,0,non-cultivable,0.802
9854,1,cultivable,0.988
12636,1,cultivable,0.950
10149,1,cultivable,0.996
2361,1,cultivable,0.944
12832,1,cultivable,0.950
10364,0,non-cultivable,0.655
2209,0,non-cultivable,0.999
6872,0,non-cultivable,0.999
2056,0,non-cultivable,0.998
2432,0,non-cultivable,0.999
6974,1,cultivable,0.938
9488,0,non-cultivable,0.993
5432,1,cultivable,0.982
12277,1,cultivable,0.950
279,0,non-cultivable,0.993
1672,0,non-cultivable,0.841
7043,0,non-cultivable,1.000
3589,1,cultivable,0.759
3388,1,cultivable,0.970
892,0,non-cultivable,0.645
2796,1,cultivable,0.999
7561,0,non-cultivable,0.976
7419,0,non-cultivable,0.976
7240,0,non-cultivable,1.000
8542,1,cultivable,0.999
8158,1,cultivable,0.999
11001,0,non-cultivable,0.690
7090,1,cultivable,0.537
10463,1,cultivable,0.996
7425,0,non-cultivable,0.999
4677,1,cultivable,0.983
11692,1,cultivable,0.976
754,1,cultivable,0.596
1563,0,non-cultivable,0.643
5342,1,cultivable,0.948
9566,1,cultivable,0.998
10986,1,cultivable,0.975
6947,1,cultivable,0.771
9506,0,non-cultivable,0.971
2014,1,cultivable,0.871
9238,1,cultivable,0.866
12402,1,cultivable,0.966
1546,1,cultivable,0.794
59,1,cultivable,0.736
3235,0,non-cultivable,0.996
644,0,non-cultivable,0.912
6833,1,cultivable,0.915
4743,1,cultivable,0.794
12352,1,cultivable,0.951
10223,0,non-cultivable,1.000
5477,0,non-cultivable,1.000
5257,1,cultivable,0.970
11837,1,cultivable,0.988
1629,1,cultivable,0.938
219,0,non-cultivable,0.853
1864,1,cultivable,0.875
4263,1,cultivable,0.950
5008,1,cultivable,1.000
10438,1,cultivable,0.950
5847,0,non-cultivable,0.507
10293,1,cultivable,0.996
2771,0,non-cultivable,0.569
11825,1,cultivable,0.999
3183,1,cultivable,0.983
8996,0,non-cultivable,0.583
12417,1,cultivable,0.874
7565,0,non-cultivable,0.999
7333,1,cultivable,0.787
5505,1,cultivable,0.963
11654,1,cultivable,0.926
8964,0,non-cultivable,0.983
1509,0,non-cultivable,0.620
8212,0,non-cultivable,0.766
53,1,cultivable,0.998
11616,1,cultivable,0.997
181,1,cultivable,0.756
9468,1,cultivable,0.995
3059,1,cultivable,0.998
2968,0,non-cultivable,1.000
1809,0,non-cultivable,0.583
4514,0,non-cultivable,0.995
8343,1,cultivable,0.804
6497,0,non-cultivable,0.924
12315,1,cultivable,0.951
12692,1,cultivable,0.950
2064,1,cultivable,0.996
7467,1,cultivable,0.998
2273,1,cultivable,0.929
3943,1,cultivable,0.939
9979,1,cultivable,0.928
11532,1,cultivable,0.986
4395,1,cultivable,0.784
3656,1,cultivable,0.964
11997,1,cultivable,0.957
1702,0,non-cultivable,0.639
7039,0,non-cultivable,0.999
9447,1,cultivable,0.997
9701,1,cultivable,0.978
9774,1,cultivable,0.664
791,1,cultivable,0.966
1161,1,cultivable,1.000
12602,1,cultivable,0.951
12604,1,cultivable,0.950
203,1,cultivable,0.594
5380,1,cultivable,0.983
2674,1,cultivable,0.684
12225,1,cultivable,0.950
8770,1,cultivable,0.936
7960,0,non-cultivable,0.708
7285,1,cultivable,0.632
8445,1,cultivable,0.651
4013,1,cultivable,0.950
12140,1,cultivable,0.950
7326,1,cultivable,0.915
5508,1,cultivable,0.557
3170,1,cultivable,0.791
5590,0,non-cultivable,1.000
3074,1,cultivable,0.998
11592,1,cultivable,0.599
6932,0,non-cultivable,0.682
1480,0,non-cultivable,0.540
6228,1,cultivable,0.950
5503,1,cultivable,0.951
6617,1,cultivable,0.987
3467,0,non-cultivable,0.998
7207,0,non-cultivable,0.999
8493,1,cultivable,0.925
9474,1,cultivable,0.966
8136,1,cultivable,0.643
12391,1,cultivable,0.950
9339,0,non-cultivable,0.874
10602,0,non-cultivable,0.794
11476,1,cultivable,0.950
5454,0,non-cultivable,1.000
7143,1,cultivable,0.994
6852,1,cultivable,0.989
12884,1,cultivable,0.950
25,1,cultivable,0.619
1313,1,cultivable,0.615
2982,0,non-cultivable,0.956
11308,1,cultivable,0.978
11647,0,non-cultivable,0.879
10818,0,non-cultivable,1.000
1242,0,non-cultivable,0.635
10253,1,cultivable,0.881
2218,1,cultivable,0.739
9186,0,non-cultivable,0.622
4986,1,cultivable,0.928
9963,0,non-cultivable,0.679
2941,1,cultivable,0.997
8425,0,non-cultivable,0.988
2844,0,non-cultivable,1.000
10998,0,non-cultivable,0.999
11556,1,cultivable,0.950
6720,1,cultivable,0.726
10062,1,cultivable,0.620
9332,1,cultivable,0.508
8213,1,cultivable,0.923
4579,1,cultivable,0.959
12105,1,cultivable,0.954
6315,1,cultivable,0.795
8783,1,cultivable,0.956
4524,1,cultivable,0.950
5088,1,cultivable,0.970
2779,1,cultivable,0.589
9092,1,cultivable,0.887
8281,1,cultivable,0.732
1937,1,cultivable,0.559
1032,0,non-cultivable,0.520
4179,1,cultivable,1.000
3538,1,cultivable,0.992
11884,1,cultivable,0.996
11193,0,non-cultivable,0.998
5916,0,non-cultivable,0.857
6795,1,cultivable,1.000
7209,0,non-cultivable,0.996
6308,1,cultivable,0.930
7200,1,cultivable,0.947
2345,1,cultivable,0.798
103,0,non-cultivable,0.911
8426,0,non-cultivable,0.967
11767,1,cultivable,0.999
6261,0,non-cultivable,0.505
3028,1,cultivable,0.950
803,1,cultivable,0.999
10948,1,cultivable,0.960
3429,1,cultivable,0.999
715,1,cultivable,0.747
10699,0,non-cultivable,0.990
1271,0,non-cultivable,0.981
10429,1,cultivable,0.961
2992,1,cultivable,0.909
5189,1,cultivable,0.986
12432,1,cultivable,0.950
7074,1,cultivable,0.708
6243,1,cultivable,0.796
11711,1,cultivable,0.711
3775,1,cultivable,0.992
3858,1,cultivable,0.913
3731,0,non-cultivable,0.712
6869,0,non-cultivable,0.996
513,0,non-cultivable,0.503
5040,0,non-cultivable,1.000
8305,1,cultivable,0.994
4315,1,cultivable,0.980
6062,0,non-cultivable,1.000
5902,0,non-cultivable,0.984
5621,0,non-cultivable,0.999
6789,1,cultivable,0.974
10824,0,non-cultivable,0.957
10275,0,non-cultivable,0.745
4396,1,cultivable,0.957
9379,0,non-cultivable,0.957
9177,1,cultivable,0.971
11660,1,cultivable,0.889
11432,1,cultivable,0.774
12049,1,cultivable,0.950
1552,0,non-cultivable,0.680
8663,0,non-cultivable,0.971
4350,0,non-cultivable,0.985
12628,1,cultivable,0.993
3488,0,non-cultivable,0.998
4115,0,non-cultivable,0.761
4256,1,cultivable,0.950
5014,1,cultivable,0.961
10150,1,cultivable,0.968
1345,0,non-cultivable,0.977
7948,1,cultivable,0.564
6300,1,cultivable,0.999
5397,1,cultivable,1.000
108,0,non-cultivable,0.619
9040,0,non-cultivable,0.948
8433,0,non-cultivable,0.980
12377,1,cultivable,0.950
4137,1,cultivable,0.950
8297,1,cultivable,0.915
1652,1,cultivable,0.840
9500,0,non-cultivable,0.986
6858,0,non-cultivable,0.964
6041,0,non-cultivable,0.998
5124,1,cultivable,0.985
1431,1,cultivable,0.700
10562,1,cultivable,0.950
5414,1,cultivable,0.711
12525,1,cultivable,0.950
9461,0,non-cultivable,0.709
9588,1,cultivable,0.952
7868,1,cultivable,0.862
5824,0,non-cultivable,0.622
8234,0,non-cultivable,0.980
4664,1,cultivable,0.763
2165,0,non-cultivable,0.939
7451,1,cultivable,0.639
4215,0,non-cultivable,0.999
6554,1,cultivable,0.915
3584,0,non-cultivable,0.916
5551,1,cultivable,1.000
7019,1,cultivable,0.976
6493,0,non-cultivable,0.614
321,0,non-cultivable,0.971
807,0,non-cultivable,0.810
12266,1,cultivable,0.973
1633,1,cultivable,0.976
10684,1,cultivable,0.945
8048,1,cultivable,0.898
9421,1,cultivable,0.689
674,1,cultivable,0.989
5054,0,non-cultivable,0.830
5321,0,non-cultivable,0.992
9768,0,non-cultivable,0.759
9153,0,non-cultivable,0.988
2876,1,cultivable,0.809
7540,1,cultivable,0.943
1895,1,cultivable,0.696
2174,0,non-cultivable,0.999
11927,1,cultivable,0.983
4035,1,cultivable,0.998
8264,0,non-cultivable,0.842
1079,0,non-cultivable,0.997
1974,0,non-cultivable,0.946
10690,0,non-cultivable,0.994
4997,1,cultivable,0.997
11894,1,cultivable,0.997
10241,0,non-cultivable,0.997
12271,1,cultivable,0.951
3556,1,cultivable,0.992
2952,1,cultivable,0.829
11466,1,cultivable,0.950
10554,1,cultivable,0.950
9941,0,non-cultivable,0.998
7136,1,cultivable,0.942
12090,1,cultivable,0.979
9986,1,cultivable,0.675
11649,1,cultivable,0.752
2314,0,non-cultivable,0.928
778,0,non-cultivable,0.715
2902,1,cultivable,0.964
8608,0,non-cultivable,0.859
12718,1,cultivable,0.950
57,1,cultivable,0.981
4746,0,non-cultivable,0.952
735,1,cultivable,0.845
1466,0,non-cultivable,0.953
8617,1,cultivable,0.600
8538,0,non-cultivable,0.583
6103,1,cultivable,0.942
7585,0,non-cultivable,0.991
3252,1,cultivable,0.538
3510,0,non-cultivable,0.928
7422,0,non-cultivable,0.607
6311,1,cultivable,0.989
9212,0,non-cultivable,1.000
4946,1,cultivable,0.992
7730,0,non-cultivable,0.989
289,0,non-cultivable,0.923
4440,1,cultivable,1.000
10367,0,non-cultivable,0.587
10308,1,cultivable,0.950
6641,1,cultivable,0.987
10142,1,cultivable,0.951
11300,1,cultivable,0.612
11651,1,cultivable,0.923
3628,0,non-cultivable,0.831
4867,1,cultivable,0.983
8022,1,cultivable,0.602
12726,1,cultivable,0.952
9207,0,non-cultivable,1.000
12642,1,cultivable,0.950
10808,0,non-cultivable,0.590
1512,0,non-cultivable,0.799
6384,0,non-cultivable,0.999
3345,1,cultivable,0.883
9077,1,cultivable,0.997
2393,1,cultivable,0.874
7349,0,non-cultivable,0.813
5171,0,non-cultivable,0.999
2718,1,cultivable,0.992
11373,0,non-cultivable,0.864
10483,0,non-cultivable,0.998
11838,1,cultivable,0.890
6799,0,non-cultivable,0.599
1565,0,non-cultivable,0.988
